Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_27_segment_Rt Cerebellar	1: RTSTRUCT: ANON_27_segment_Lt Occipital	1: RTSTRUCT: ANON_27_segment_Rt Mesial Frontal
wavelet-HHH	ngtdm	Busyness	98.64455961996434	57.54888347389954	3.2340909090909093
wavelet-HHH	ngtdm	Coarseness	0.0009120669327281507	0.018369476405607574	0.22487702037947996
wavelet-HHH	ngtdm	Complexity	3.513498315896438	0.4904336307734316	0.555859375
wavelet-HHH	ngtdm	Contrast	0.021239377847228676	0.12259796066899334	0.1360107421875
wavelet-HHH	ngtdm	Strength	0.0054497335458244985	0.018365077596599787	0.22617124394184165
wavelet-LLL	firstorder	10Percentile	589.117540369738	703.4297314953184	703.4162828926396
wavelet-LLL	firstorder	90Percentile	871.4745240692071	904.4677514046331	788.6721459112648
wavelet-LLL	firstorder	Energy	5041242176.426048	273380055.2885322	17579618.782104053
wavelet-LLL	firstorder	Entropy	3.8111341772314185	3.5062068056220013	2.173794940695397
wavelet-LLL	firstorder	InterquartileRange	147.29930643960597	125.62085364510904	53.561981182691056
wavelet-LLL	firstorder	Kurtosis	4.421424578112692	2.111707655312368	2.005387571208796
wavelet-LLL	firstorder	Maximum	937.7454054554372	937.3286174862543	799.2292690414105
wavelet-LLL	firstorder	MeanAbsoluteDeviation	92.61592211692074	63.07858429309077	28.817090928147543
wavelet-LLL	firstorder	Mean	766.0542760689173	807.1482366915726	747.6406850469941
wavelet-LLL	firstorder	Median	809.3334468689615	816.1610575318695	745.1668178655393
wavelet-LLL	firstorder	Minimum	232.46021348633568	643.1019557311515	682.6922706241817
wavelet-LLL	firstorder	Range	705.2851919691016	294.2266617551028	116.5369984172288
wavelet-LLL	firstorder	RobustMeanAbsoluteDeviation	63.12680866487688	47.607491426533855	20.979242010075676
wavelet-LLL	firstorder	RootMeanSquared	1072.4647958811051	1109.7034245639165	1048.201399484614
wavelet-LLL	firstorder	Skewness	-1.3506350462167325	-0.2907079383614059	-0.21996235750809232
wavelet-LLL	firstorder	TotalEnergy	5041242176.426048	273380055.2885322	33741526.37210294
wavelet-LLL	firstorder	Uniformity	0.09904126811901437	0.09479750020290562	0.2421875
wavelet-LLL	firstorder	Variance	13709.01887947715	5664.472479625497	1175.1689157681183
wavelet-LLL	glcm	Autocorrelation	526.38351667016	74.3869479087008	14.023484848484848
wavelet-LLL	glcm	JointAverage	22.706094091630234	8.528953348763629	3.7181818181818183
wavelet-LLL	glcm	ClusterProminence	18310.777621914836	1015.4220936889052	46.04260359151243
wavelet-LLL	glcm	ClusterShade	-693.8886971033514	-37.236922870373114	-5.160486100676188
wavelet-LLL	glcm	ClusterTendency	59.44727568677034	20.042363853413374	4.011225895316805
wavelet-LLL	glcm	Contrast	16.254618203849724	13.885469142694685	3.2257575757575756
wavelet-LLL	glcm	Correlation	0.5670203144377695	0.16566088841536974	0.11328899090895182
wavelet-LLL	glcm	DifferenceAverage	2.804562749086031	2.9965238561851684	1.3992424242424242
wavelet-LLL	glcm	DifferenceEntropy	3.0904488711705196	2.6383530136378566	1.8999014596066461
wavelet-LLL	glcm	DifferenceVariance	8.175122926136225	3.3558661500284312	1.2039370982552802
wavelet-LLL	glcm	JointEnergy	0.020883364909440264	0.024315688471646786	0.11105257116620755
wavelet-LLL	glcm	JointEntropy	6.924150105009589	5.800481378033505	3.394281748585647
wavelet-LLL	glcm	Imc1	-0.10010550230667703	-0.28288681215552125	-0.34313402778166596
wavelet-LLL	glcm	Imc2	0.6907809677563048	0.9160473938456142	0.8606112020266214
wavelet-LLL	glcm	Idm	0.3690760217211829	0.2846831656299178	0.47597147950089125
wavelet-LLL	glcm	Idmn	0.9822119996402857	0.9306776145731137	0.9006644504096639
wavelet-LLL	glcm	Id	0.43796529785320565	0.3724881674768415	0.5372411616161616
wavelet-LLL	glcm	Idn	0.918603177177692	0.827870568630706	0.805138437950938
wavelet-LLL	glcm	InverseVariance	0.32392251320701554	0.27474150817311405	0.38942550505050505
wavelet-LLL	glcm	MaximumProbability	0.08331363400058216	0.06172895575205229	0.18295454545454548
wavelet-LLL	glcm	SumEntropy	4.5058197188659515	3.8186108138219126	2.450409561031562
wavelet-LLL	glcm	SumSquares	18.925473472655014	8.481958249027015	1.809245867768595
wavelet-LLL	glrlm	GrayLevelNonUniformity	305.8957564233133	18.85044046743007	3.100732600732601
wavelet-LLL	glrlm	GrayLevelNonUniformityNormalized	0.08309880652363881	0.09388889538473191	0.2339609413785238
wavelet-LLL	glrlm	GrayLevelVariance	23.332012414781858	9.246033945000237	1.6806746367185927
wavelet-LLL	glrlm	HighGrayLevelRunEmphasis	491.92572896230223	69.00567483903865	11.834249084249084
wavelet-LLL	glrlm	LongRunEmphasis	1.7540433563152869	1.5392152450852004	1.6790293040293038
wavelet-LLL	glrlm	LongRunHighGrayLevelEmphasis	963.7050278362874	111.27782308176845	25.568223443223445
wavelet-LLL	glrlm	LongRunLowGrayLevelEmphasis	0.004692784755129643	0.06069797259202167	0.3172617775742776
wavelet-LLL	glrlm	LowGrayLevelRunEmphasis	0.0033538500211157743	0.04536375557986178	0.2264620217745218
wavelet-LLL	glrlm	RunEntropy	4.601631369495347	3.8647071296630857	2.535188507984943
wavelet-LLL	glrlm	RunLengthNonUniformity	2767.2884500436307	176.6429417204366	9.173534798534797
wavelet-LLL	glrlm	RunLengthNonUniformityNormalized	0.7503677966151374	0.8553479616362561	0.6880991795140147
wavelet-LLL	glrlm	RunPercentage	0.8387651590937012	0.9029799029799028	0.828125
wavelet-LLL	glrlm	RunVariance	0.3208853875353863	0.21675991673104558	0.20282541024299267
wavelet-LLL	glrlm	ShortRunEmphasis	0.8883949278716906	0.9294825119059742	0.8533908221408222
wavelet-LLL	glrlm	ShortRunHighGrayLevelEmphasis	423.95715407370193	63.68205400943946	8.979459198209199
wavelet-LLL	glrlm	ShortRunLowGrayLevelEmphasis	0.0031424138174464063	0.04323783934618768	0.20468800875050874
wavelet-LLL	glszm	GrayLevelNonUniformity	64.97814207650273	5.777777777777778	2.111111111111111
wavelet-LLL	glszm	GrayLevelNonUniformityNormalized	0.059178635770949665	0.10699588477366255	0.2345679012345679
wavelet-LLL	glszm	GrayLevelVariance	25.10804293947267	8.654320987654321	1.3333333333333333
wavelet-LLL	glszm	HighGrayLevelZoneEmphasis	350.7823315118397	54.592592592592595	10.333333333333334
wavelet-LLL	glszm	LargeAreaEmphasis	1130.6020036429873	51.666666666666664	4.888888888888889
wavelet-LLL	glszm	LargeAreaHighGrayLevelEmphasis	739731.6010928962	4229.12962962963	85.33333333333333
wavelet-LLL	glszm	LargeAreaLowGrayLevelEmphasis	1.7431031746379044	1.3081081407297128	0.7608024691358025
wavelet-LLL	glszm	LowGrayLevelZoneEmphasis	0.0057672914921264706	0.08073336768700821	0.22203703703703703
wavelet-LLL	glszm	SizeZoneNonUniformity	434.75774134790527	13.0	4.333333333333333
wavelet-LLL	glszm	SizeZoneNonUniformityNormalized	0.3959542270928099	0.24074074074074073	0.48148148148148145
wavelet-LLL	glszm	SmallAreaEmphasis	0.6529339361653536	0.4839889571783339	0.7112345679012345
wavelet-LLL	glszm	SmallAreaHighGrayLevelEmphasis	209.47183885108274	25.961043068358908	6.694444444444445
wavelet-LLL	glszm	SmallAreaLowGrayLevelEmphasis	0.004429260179206401	0.05477418533360268	0.12346310013717421
wavelet-LLL	glszm	ZoneEntropy	6.090245396764426	4.958229168669867	2.5032583347756434
wavelet-LLL	glszm	ZonePercentage	0.25051334702258726	0.24324324324324326	0.5625
wavelet-LLL	glszm	ZoneVariance	1114.6675102272388	34.76543209876543	1.728395061728395
wavelet-LLL	gldm	DependenceEntropy	6.7069631786175306	5.713272583571266	3.124999999999997
wavelet-LLL	gldm	DependenceNonUniformity	452.54095368469086	37.369369369369366	4.0
wavelet-LLL	gldm	DependenceNonUniformityNormalized	0.10324913385459522	0.16833049265481698	0.25
wavelet-LLL	gldm	DependenceVariance	16.283880187743396	2.9882314747179612	1.984375
wavelet-LLL	gldm	GrayLevelNonUniformity	434.09787816564	21.045045045045047	3.875
wavelet-LLL	gldm	GrayLevelVariance	22.04307268729404	9.206659362064764	1.859375
wavelet-LLL	gldm	HighGrayLevelEmphasis	512.5498516997491	70.00450450450451	13.25
wavelet-LLL	gldm	LargeDependenceEmphasis	43.24184348619667	15.396396396396396	7.625
wavelet-LLL	gldm	LargeDependenceHighGrayLevelEmphasis	27703.058179329226	1231.1216216216217	155.875
wavelet-LLL	gldm	LargeDependenceLowGrayLevelEmphasis	0.0724191681848129	0.41093228641884844	0.8985069444444445
wavelet-LLL	gldm	LowGrayLevelEmphasis	0.0031045763463442007	0.04344508355584086	0.21128472222222222
wavelet-LLL	gldm	SmallDependenceEmphasis	0.22280292142800381	0.2021107523339666	0.4642013888888889
wavelet-LLL	gldm	SmallDependenceHighGrayLevelEmphasis	80.14219056538683	12.0864529580601	4.493923611111111
wavelet-LLL	gldm	SmallDependenceLowGrayLevelEmphasis	0.0012917076296483211	0.01656677806018424	0.0892354938271605
wavelet-LLL	ngtdm	Busyness	0.6391289164971803	0.5122054976806888	0.29929511278195486
wavelet-LLL	ngtdm	Coarseness	0.0017276211423262271	0.024470403764715275	0.2344690427591982
wavelet-LLL	ngtdm	Complexity	752.371427053428	129.19200383912627	10.480867346938773
wavelet-LLL	ngtdm	Contrast	0.10025637976196962	0.25604782455306724	0.21826904296875002
wavelet-LLL	ngtdm	Strength	1.025689435107793	1.2872285838140265	2.1296824491348163
